symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
ABBA01045074.2	0				
ABCA1	580.7744059	1.980378037	0.644646865	0.000112068	0.001398243
ABCA10	20.5673284	0.260353227	0.336254833	0.285249275	0.477730188
ABCA11P	77.97346292	0.839691461	0.321782652	0.001722089	0.011628651
ABCA12	3.667581756	1.324388913	1.152872108	0.010351975	0.045478696
ABCA13	304.2195567	3.972051972	0.987046418	2.10731E-06	5.93493E-05
ABCA17P	1.033246276	-0.146618796	0.477356812	0.254397499	0.443648315
ABCA2	3114.642394	0.764987327	0.291406597	0.002319029	0.014593923
ABCA3	27.30191726	0.846001111	0.594879042	0.017983132	0.068401777
ABCA4	7.342500425	-0.380700462	0.546034177	0.106157712	0.245007324
ABCA5	479.3504362	0.005106173	0.231303818	0.969008164	0.984602499
ABCA6	146.8459324	5.802106931	0.696294453	3.65329E-18	4.50999E-15
ABCA7	247.0151818	1.601665373	0.523013837	0.000148437	0.001739675
ABCA8	68.59489838	-0.603026979	0.556445567	0.052602289	0.149148331
ABCA9	27.57512545	1.470304864	0.961715852	0.003414415	0.019677343
ABCA9-AS1	0.423099879	0.014469355	0.4525657	0.879123674	
ABCB1	6.47933982	-0.056294642	0.416452609	0.756053579	0.864656026
ABCB10	573.9195402	0.127477217	0.148786482	0.365947482	0.557987458
ABCB10P1	0				
ABCB10P3	0.070671829	-0.032461088	0.463382147	0.841398523	
ABCB10P4	0				
ABCB11	1.067383617	-0.049758807	0.462398811	0.714266693	0.837224568
ABCB4	10.52939368	0.13186965	0.393438992	0.550383623	0.718109307
ABCB5	0.048476503	0.028226493	0.462753934	0.95367378	
ABCB6	1384.747915	-0.219252849	0.237829687	0.281621546	0.473561134
ABCB7	598.2398566	-0.183168835	0.192816909	0.293448559	0.486466221
ABCB8	1149.227891	-0.419563955	0.259835081	0.054883369	0.154049734
ABCB9	331.9696791	-0.607355459	0.263692862	0.00698779	0.033784959
ABCC1	2632.142137	0.157651968	0.176954756	0.336200068	0.530514253
ABCC10	1051.574657	0.66143331	0.222311884	0.000922429	0.007255682
ABCC11	4.867335122	-0.049550566	0.387090678	0.815737388	0.899139756
ABCC12	1.221100919	0.191942854	0.495121411	0.207572513	0.386757406
ABCC13	0				
ABCC2	64.79356624	0.555634834	0.62673119	0.063711782	0.171561511
ABCC3	2632.38469	1.001178455	0.561645589	0.007617281	0.036036534
ABCC4	2254.919142	0.665416068	0.233352194	0.001361327	0.00969242
ABCC5	850.5946361	0.052006709	0.210225322	0.785430142	0.881945447
ABCC5-AS1	0				
ABCC6	30.72116438	0.020566222	0.296372907	0.929873952	0.964162733
ABCC6P1	18.75782936	-0.193995076	0.364062299	0.419271289	0.609297969
ABCC6P2	9.890201141	-0.21125959	0.337500181	0.382841904	0.574340396
ABCC8	0.177133902	-0.024365876	0.461568501	0.813429856	
ABCC9	15.11545094	1.261289944	0.860960149	0.006659861	0.032567953
ABCD1	524.8541835	-0.101447578	0.146690073	0.464080272	0.649085728
ABCD1P2	0.08418878	-0.003513422	0.46286067	0.94339197	
ABCD1P3	0				
ABCD1P4	0				
ABCD1P5	0				
ABCD2	1.037917653	-0.02394118	0.440974434	0.861065391	0.925309602
ABCD3	1152.789165	-0.264348138	0.147629488	0.058092506	0.160356967
ABCD4	903.3858056	0.131850824	0.143224587	0.333231112	0.52753717
ABCE1	2566.17563	-0.422443705	0.198711056	0.0185137	0.069951269
ABCF1	3166.387579	0.186746091	0.181799444	0.29285259	0.48574139
ABCF2	1708.254806	-0.240830823	0.21632555	0.206129552	0.385199292
ABCF2-H2BE1	581.5649315	-0.280265851	0.221957103	0.148717923	0.308385682
ABCF2P1	0.265098809	-0.055942076	0.465797699	0.682166757	
ABCF2P2	0				
ABCF3	1694.997853	0.246831254	0.143702541	0.071344715	0.186183314
ABCG1	4.490530949	0.055252988	0.467818102		
ABCG2	14.74966826	0.474824578	0.5266364	0.089736569	0.218645304
ABCG4	93.20980906	-0.041272869	0.271183619	0.85000125	0.919200972
ABCG5	0				
ABCG8	0.068965282	0.030983705	0.463053823	0.95367378	
ABHD1	5.229566796	-0.280180606	0.423953638	0.256068874	0.445235246
ABHD10	666.7658406	-0.592262093	0.180559573	0.000393089	0.003741488
ABHD11	238.4432595	0.055113361	0.199443699	0.767077591	0.871017856
ABHD11-AS1	7.827160416	-0.222214148	0.453366651	0.305460246	0.499200715
ABHD12	1570.795103	0.466536013	0.193214624	0.008032615	0.037522122
ABHD12B	7.41687172	-0.398906563	0.632659204	0.065537352	0.174994653
ABHD13	586.5340384	0.157923328	0.131265778	0.208867563	0.388583902
ABHD14A	299.9919665	-0.169876075	0.173003935	0.287959277	0.480205861
ABHD14A-ACY1	27.92726257	-0.551607442	0.519078257	0.066011093	0.175816766
ABHD14B	1338.662703	-0.267965049	0.20552768	0.144317296	0.302145007
ABHD15	450.1019319	-0.114480696	0.175359084	0.477673703	0.661126587
ABHD15-AS1	0				
ABHD16A	847.6040822	-0.230447324	0.159741985	0.122601018	0.271130296
ABHD16B	1.205402135	0.126771358	0.440246256	0.489023658	0.669620083
ABHD17A	3130.478213	-0.119830215	0.198170856	0.496828558	0.675602925
ABHD17AP1	0.348850963	-0.037259556	0.455477347	0.763364177	
ABHD17AP3	0.31824361	0.008410718	0.458015023	0.933213421	
ABHD17AP4	0.762449844	-0.060183002	0.458678101	0.457995895	
ABHD17AP5	0.988153454	-0.12020988	0.454325594	0.438916329	0.626607391
ABHD17AP6	0.188696155	-0.020853811	0.461016585	0.763825595	
ABHD17AP7	0				
ABHD17AP8	0				
ABHD17AP9	0				
ABHD17B	417.6728178	0.321413224	0.219702818	0.097247788	0.23084811
ABHD17C	718.7679937	2.105729736	0.465934664	3.8305E-07	1.46502E-05
ABHD18	229.5637242	0.13822442	0.123988145	0.246292503	0.433906739
ABHD2	8754.056888	0.9297056	0.388125335	0.002484588	0.015434729
ABHD3	132.6174868	0.141332664	0.219745631	0.466127639	0.650698722
ABHD4	1955.289723	0.135019271	0.286792594	0.542003537	0.711896241
ABHD5	745.8818949	1.151624534	0.260615187	1.22424E-06	3.81192E-05
ABHD6	257.0182994	0.434378102	0.178443277	0.008250912	0.038324312
ABHD8	620.8499339	0.374448607	0.237678442	0.068540493	0.180769821
ABI1	1518.696423	-0.177631818	0.122543003	0.13037734	0.28261778
ABI1P1	0				
ABI2	2020.725146	-0.294975735	0.159252175	0.052847097	0.149651502
ABI3	45.64504269	-0.027227245	0.404482457	0.888794259	0.941771839
ABI3BP	889.528241	-2.226955209	0.502446441	4.97976E-07	1.79871E-05
ABITRAM	334.8092364	-0.46441264	0.162707812	0.002313077	0.014560592
ABITRAMP1	0				
ABL1	5990.896124	-0.105562763	0.13131562	0.400336287	0.591441569
ABL2	2487.353966	-0.371420645	0.364363824	0.150079431	0.3103979
ABLIM1	51.20608807	-1.342332038	0.526355422	0.00081093	0.006571729
ABLIM2	7.458262865	3.466438689	0.766647753	8.89111E-07	2.94516E-05
ABLIM3	2449.355846	-0.113604788	0.31305394	0.619427868	0.770623071
ABO	0				
ABR	4577.426394	0.333358972	0.189690258	0.053877381	0.151949395
ABRA	0				
ABRACL	475.3469939	-0.43285056	0.203688033	0.018028484	0.068527358
ABRAXAS1	668.403472	-0.083375967	0.208075292	0.651874087	0.794672706
ABRAXAS2	614.9226153	-0.126563123	0.09426496	0.169923648	0.33818839
ABT1	824.4416223	0.064787824	0.144744824	0.64910753	0.79273528
ABT1P1	0.098010586	-0.002467383	0.460135784	0.943131247	
ABTB1	1372.391815	1.528873856	0.435290576	3.42215E-05	0.000555063
ABTB2	327.9618232	0.138081766	0.233827919	0.4953287	0.674560904
AC000032.1	0.146999807	-0.019897812	0.4609867	0.844935658	
AC000035.1	0.066226844	0.030668958	0.463016983	0.953272983	
AC000036.1	0.067604912	-0.003464937	0.462863321	0.94339197	
AC000041.1	0				
AC000050.1	0				
AC000058.1	0.12893905	0.025466715	0.462508589	0.953230632	
AC000061.1	0				
AC000065.1	0				
AC000065.2	0.619156393	0.013638532	0.447831265	0.907130719	
AC000067.1	0.070671829	-0.032461088	0.463382147	0.841398523	
AC000068.1	5.388019702	-0.224819964	0.436445303	0.323290446	0.517791337
AC000068.2	0.557380702	0.02452281	0.446937787	0.850634747	
AC000068.3	0.966142833	-0.036466703	0.437653409	0.801253642	0.890633644
AC000072.1	0.681452909	0.019157985	0.438172152	0.895624621	
AC000077.1	0				
AC000078.1	2.129213506	-0.618380599	1.076103244	0.018337513	0.069445219
AC000081.1	0				
AC000081.2	0				
AC000082.1	0				
AC000085.1	12.3782668	2.159773808	0.710756603	0.000119638	0.00146634
AC000089.1	5.507439633	-0.543355827	0.472402712	0.066555341	0.176905052
AC000093.1	928.7291304	0.793460427	0.334444709	0.003572523	0.020386502
AC000095.1	0.697519886	0.118655282	0.479035993	0.183827701	
AC000095.2	0				
AC000111.1	0				
AC000111.2	0				
AC000113.1	0				
AC000120.1	2.748357245	0.037017272	0.394970394	0.86068789	0.925309602
AC000120.2	0.39977243	-0.03777438	0.460984989	0.771632064	
AC000120.3	22.88946834	-0.082660843	0.455357746	0.50653531	0.683290288
AC000123.1	0				
AC000123.2	7.520691016	0.415144507	0.429201406	0.131061962	0.28327282
AC000123.3	53.34750376	0.468266962	0.325010946	0.062821578	0.169638873
AC000124.1	0				
AC000362.1	0				
AC000367.1	0				
AC000372.1	0				
AC000374.1	0				
AC000403.1	20.02616296	0.795591535	0.310104098	0.002267491	0.014334541
AC001226.1	0.414895656	-0.057902993	0.453630695	0.650145582	
AC001226.2	10.15194675	0.072236496	0.346810498	0.75542452	0.864372557
AC002044.1	0				
AC002044.2	0.772361886	0.075362179	0.45444403	0.568095476	
AC002044.3	0.209728204	0.022269017	0.461002864	0.831544819	
AC002056.1	0.094014455	0.036304935	0.463700342	0.850819283	
AC002056.2	0				
AC002057.1	0				
AC002057.2	0				
AC002059.1	0.430819409	0.026979336	0.452505633	0.796064717	
AC002059.2	0.68402107	-0.027633629	0.453919665	0.777113449	
AC002059.3	0.198060256	0.035379002	0.463731387	0.875366143	
AC002064.1	1.092308715	0.162545093	0.472489727	0.296351854	0.489390201
AC002064.2	0				
AC002064.3	0				
AC002066.1	6.078429934	-0.39124165	0.530750759	0.127566951	0.278485178
AC002069.1	0				
AC002069.2	0				
AC002069.3	0				
AC002069.4	0				
AC002070.1	1.08894357	0.326093527	0.597912456	0.059720476	0.163661941
AC002072.1	0				
AC002074.1	20.39288876	-0.33593526	0.417333404	0.193055074	0.368965873
AC002074.2	1.419223861	-0.594308207	1.026952077	0.018274159	0.069259778
AC002075.1	0				
AC002075.2	9.052160681	0.17410471	0.353585528	0.466377595	0.650884093
AC002076.1	0				
AC002090.1	0				
AC002091.1	0.032938258	0.025256633	0.462491135	0.95367378	
AC002091.2	0				
AC002094.1	32.24162957	-0.636723462	0.757111917	0.043090277	0.129201058
AC002094.2	0.495192343	-0.081907382	0.46471112	0.525620491	
AC002094.3	0.104268334	-0.003619074	0.46285577	0.943391257	
AC002094.4	0.482824564	-0.029424706	0.450388497	0.782200544	
AC002094.5	0				
AC002101.1	0				
AC002115.1	0.362940327	-0.041392645	0.463321664	0.79648473	
AC002116.1	67.58669578	-0.576811244	0.316451203	0.022565939	0.080604041
AC002116.2	1.701491148	-0.035158431	0.446428042	0.780819098	0.879267277
AC002127.1	0				
AC002128.1	0				
AC002128.2	0				
AC002306.1	0				
AC002310.1	17.38804717	-0.11601489	0.277670525	0.601282403	0.757217131
AC002310.2	2.391711423	2.548914537	1.082902669	0.001308308	0.00943893
AC002310.3	0				
AC002310.4	47.48679839	0.020761671	0.429199885	0.904812554	0.95098188
AC002310.5	2.300874213	-0.030033063	0.399882342	0.881237465	0.936981565
AC002331.1	0				
AC002347.1	0.861840561	0.209160923	0.510217371	0.136694347	
AC002347.2	0.097471366	-0.037058434	0.464037888	0.742001899	
AC002350.1	0				
AC002350.2	2.303608621	-0.079314473	0.417046719	0.679621406	0.813318363
AC002351.1	0				
AC002368.1	0				
AC002375.1	0				
AC002377.1	0.115647344	0.028924982	0.462855995	0.953704569	
AC002378.1	0.065741063	0.030601155	0.463009179	0.95367378	
AC002381.1	0				
AC002383.1	0				
AC002386.1	0				
AC002398.1	0				
AC002398.2	0.688728406	0.183865509	0.494374804	0.181492825	
AC002401.1	0				
AC002401.2	0.032938258	0.025256633	0.462491135	0.95367378	
AC002401.3	0.115119612	-0.038093581	0.464226794	0.742001899	
AC002401.4	1.932531033	1.51612079	1.298231301	0.01120363	0.048387923
AC002407.1	0				
AC002428.1	0				
AC002428.2	0				
AC002429.1	0				
AC002451.1	2.818107659	0.197646695	0.517778274	0.055775149	0.155936032
AC002451.2	0.098814775	0.037620729	0.463893525	0.794805829	
AC002456.1	11.34165262	-0.138961876	0.43443555	0.459308467	0.644662294
AC002456.2	0.285147391	0.041780214	0.464823266	0.630781283	
AC002458.1	0				
AC002460.1	0				
AC002460.2	0.146792629	-0.030168936	0.463095825	0.839702546	
AC002463.1	0.211832415	0.058275518	0.466637288	0.619546468	
AC002464.1	0				
AC002465.1	0				
AC002467.1	23.67883578	-0.019740285	0.282422654	0.928573156	0.963432045
AC002470.1	4.328861384	0.181908878	0.371906729	0.449278117	0.635968479
AC002470.2	4.058503107	-0.141372222	0.481243622	0.214290325	0.395231184
AC002472.1	0.141343657	-0.039490438	0.464495713	0.742001899	
AC002472.2	3.729906734	0.417009638	0.658109747	0.068482625	0.180666319
AC002472.3	0.268130694	-0.022427068	0.459618961	0.803208618	
AC002472.4	0				
AC002480.1	12.80790236	-0.32766778	0.575526407	0.095921523	0.228944379
AC002480.2	5.247844463	-0.321345974	0.579617488	0.080616769	0.203220105
AC002486.1	0				
AC002486.2	0				
AC002487.1	0				
AC002511.1	0				
AC002511.2	0				
AC002511.3	0				
AC002519.1	0.926149496	0.19799877	0.492846524	0.202881236	0.381116236
AC002519.2	0.401309487	-0.029369671	0.452924415	0.781005599	
AC002525.1	0				
AC002529.1	0				
AC002540.1	0				
AC002542.1	0				
AC002542.2	0				
AC002542.3	0				
AC002542.4	0				
AC002542.5	0				
AC002542.6	0.158100585	0.005713687	0.459953089	0.953988178	
AC002543.1	0				
AC002545.1	0				
AC002546.1	0.115237068	-0.005716222	0.460207885	0.945578322	
AC002550.1	0.487845167	-0.043651485	0.452388585	0.718273501	
AC002550.2	2.689312401	0.366915876	0.505184175	0.15706241	0.32001502
AC002551.1	0.085152852	0.02310882	0.462315306	0.953887956	
AC002553.1	0.803836279	0.195166915	0.500648844	0.18016398	
AC002553.2	1.676137278	1.664739802	1.740352129	0.008204439	0.038164293
AC002558.1	1.359391491	0.030228455	0.43625003	0.84056947	0.913676769
AC002558.2	0				
AC002558.3	1.748323087	0.111079119	0.445588727	0.497992445	0.6764044
AC002563.1	0.065741063	0.030601155	0.463009179	0.95367378	
AC002984.1	0				
AC002985.1	3.426936059	-0.477176861	0.581881479	0.090146991	0.219331685
AC002996.1	46.044252	-0.158421504	0.482099141	0.231842052	0.416640699
AC003001.1	0				
AC003001.2	0				
AC003002.1	0				
AC003002.2	0.701890661	0.084437359	0.468994799	0.364345277	
AC003002.3	3.915596248	0.167554138	0.435328047	0.420368041	0.610123987
AC003005.1	30.80336586	0.096608607	0.329988633	0.680664672	0.814036657
AC003005.2	0.780474227	0.009036739	0.44026228	0.948628784	
AC003006.1	1.25051519	0.032409372	0.447788376	0.786973944	0.882758767
AC003009.1	0				
AC003035.1	0.180810695	0.01222606	0.46014005	0.877388789	
AC003035.2	0				
AC003043.1	0.038652561	0.026466848	0.462590564	0.95367378	
AC003043.2	0				
AC003044.1	0				
AC003070.1	0.095609243	-0.000853211	0.46011989	0.946807868	
AC003070.2	0				
AC003071.1	0				
AC003072.1	23.2121748	0.196868986	0.327724316	0.41292389	0.603616984
AC003072.2	0.063802279	-0.003438508	0.462863848	0.94339197	
AC003077.1	0.152785698	-0.028752784	0.462939628	0.849787807	
AC003080.1	0.096432372	-0.029853793	0.463058975	0.841351111	
AC003084.1	0				
AC003086.1	10.63061513	-0.112128965	0.311727438	0.626913932	0.776449998
AC003087.1	0				
AC003092.1	1.678535933	0.13159687	0.483996441	0.156488806	0.31956209
AC003092.2	0.072330061	-0.032625047	0.463404967	0.839904746	
AC003093.1	0.395723836	-0.006923606	0.452188071	0.973921217	
AC003098.1	0.052134167	-0.003275007	0.462864896	0.94339197	
AC003101.1	0.364548965	0.076566222	0.468137381	0.636309911	
AC003101.2	4.307398761	1.18845133	1.051463099	0.012839717	0.053339194
AC003101.3	0				
AC003102.1	50.27099361	1.266558525	0.442419472	0.000389759	0.003717097
AC003109.1	0				
AC003657.1	0.052134167	-0.003275007	0.462864896	0.94339197	
AC003659.1	0				
AC003666.1	0				
AC003669.1	0				
AC003681.1	3.331429352	0.225428807	0.431301428	0.333056377	0.52750579
AC003682.1	0.35423842	-0.008328793	0.45382456	0.897550197	
AC003684.1	0.038652561	0.026466848	0.462590564	0.95367378	
AC003685.1	0				
AC003686.1	0				
AC003687.1	0				
AC003688.1	0				
AC003688.2	0				
AC003950.1	0				
AC003956.1	0.115597118	-0.003639382	0.462854349	0.943391257	
AC003957.1	0.595546709	0.105991945	0.477676145	0.283603904	
AC003958.1	0				
AC003958.2	0				
AC003965.1	3.072033109	-0.021610021	0.402457394	0.913151732	0.95505717
AC003965.2	0				
AC003973.1	0.186207965	-0.038176805	0.464244002	0.7505247	
AC003973.2	9.202558045	-0.075367705	0.461866236		
AC003975.1	0.367515748	-0.084551978	0.461553038	0.504238613	
AC003982.1	0				
AC003984.1	0				
AC003985.1	0				
AC003986.1	0.110550199	0.037587493	0.463908856	0.849021364	
AC003986.2	0.958301066	0.000396214	0.436726912	0.996671756	0.998334074
AC003986.3	4.229327269	-0.394215623	0.446137521	0.146505003	0.305020862
AC003988.1	0				
AC003989.1	0				
AC003989.2	0				
AC003991.1	0.263241968	-0.029175668	0.462985068	0.855686855	
AC003992.1	0.068965282	0.030983705	0.463053823	0.95367378	
AC004000.1	0.58472894	-0.051963549	0.450572999	0.711067054	
AC004004.1	0				
AC004006.1	0				
AC004009.1	0				
AC004009.2	0				
AC004009.3	0				
AC004012.1	0.17438811	-0.029763563	0.463049653	0.842775352	
AC004014.1	0				
AC004014.2	0.496123134	0.005985805	0.453384942	0.936166522	
AC004022.1	0				
AC004022.2	0				
AC004023.1	0				
AC004024.1	0.116191595	-0.032336626	0.463366578	0.841130731	
AC004034.1	0				
AC004039.1	0.716796058	0.203925872	0.508984221	0.135078433	
AC004047.1	0				
AC004052.1	0				
AC004053.1	0				
AC004054.1	0				
AC004057.1	2363.554935	-0.319840777	0.387998829	0.211970543	0.39253114
AC004062.1	0				
AC004063.1	0				
AC004066.1	0				
AC004067.1	0.450054493	0.128442047	0.483080759	0.30533221	
AC004069.1	1.676773224	0.066562325	0.436406049	0.67134768	0.807732784
AC004069.2	0				
AC004069.3	0				
AC004076.1	1.834861927	0.067204088	0.437691779	0.670218735	0.806882551
AC004076.2	5.810761426	0.401347026	0.559202692	0.116108417	0.260768662
AC004079.1	0				
AC004079.2	0				
AC004079.3	0				
AC004079.4	0				
AC004079.5	0				
AC004080.1	0				
AC004080.10	0				
AC004080.11	0				
AC004080.12	0				
AC004080.13	0				
AC004080.14	0				
AC004080.15	0				
AC004080.16	0				
AC004080.17	0				
AC004080.2	0				
AC004080.3	0				
AC004080.4	0				
AC004080.5	0				
AC004080.6	0				
AC004080.7	0				
AC004080.8	0				
AC004080.9	0				
AC004083.1	1.789340955	0.090551224	0.441661811	0.571052533	0.734082977
AC004112.1	0.134708991	0.039228694	0.46419127	0.84887394	
AC004125.1	0				
AC004129.1	0.142144565	-0.019841515	0.460980413	0.841264341	
AC004129.2	0				
AC004129.3	0				
AC004130.1	0				
AC004130.2	3.533541319	-0.169766254	0.433314211	0.415740347	0.606140772
AC004134.1	0.038652561	0.026466848	0.462590564	0.95367378	
AC004147.1	0				
AC004147.2	0				
AC004147.3	0				
AC004147.4	0				
AC004147.5	0				
AC004148.1	11.73694208	0.023619486	0.315678968	0.92011223	0.958502361
AC004156.1	9.906006116	0.700067786	0.413219521	0.019972592	0.0738823
AC004158.1	0				
AC004160.1	29.06718925	0.010600574	0.32136474	0.964319915	0.981594381
AC004160.2	2.512227102	0.014547114	0.419779656	0.934831463	0.9664956
AC004217.1	0				
AC004217.2	0				
AC004221.1	1.44380617	0.09751732	0.434038385	0.579195694	0.74035363
AC004223.1	0				
AC004223.2	0.558357101	0.207559117	0.522588657	0.115234615	
AC004223.3	0.115957682	0.038929246	0.464119371	0.769500658	
AC004223.4	0.655305456	-0.107653064	0.453161609	0.47984924	
AC004224.1	0.048476503	0.028226493	0.462753934	0.95367378	
AC004224.2	6.962504269	0.13486558	0.461527973	0.380678575	0.572220308
AC004231.1	0.54790052	-0.192142359	0.50818102	0.12681795	
AC004231.3	0				
AC004232.1	0				
AC004232.2	2.26428578	0.189194412	0.440174017	0.378136592	0.570013785
AC004233.1	0				
AC004233.2	0				
AC004233.3	0.460527695	0.030620853	0.454255321	0.761504173	
AC004241.1	16.06272193	-0.064834026	0.279930823	0.769199639	0.872571053
AC004241.2	0.763106793	-0.036989356	0.448175862	0.748627219	
AC004241.3	4.879626707	-0.119229432	0.356558891	0.609285685	0.763630371
AC004241.4	0.107054586	0.024056719	0.462388043	0.955024932	
AC004241.5	1.010838317	0.121732453	0.450261395	0.458281411	0.643695493
AC004253.1	0				
AC004253.2	0				
AC004257.1	0				
AC004263.1	0.631658894	0.189153845	0.511686956	0.136045782	
AC004263.2	1.381941468	0.037394285	0.420989858	0.834822313	0.909939568
AC004264.1	0.200428344	0.025733272	0.462537937	0.952984979	
AC004264.2	3.162578487	-0.17497617	0.441707284	0.384391955	0.575849365
AC004381.1	0.06557795	-0.003447374	0.46286364	0.943391985	
AC004381.2	0				
AC004381.3	0				
AC004381.4	0.222702024	0.044300066	0.465177125	0.6256712	
AC004386.1	0				
AC004386.2	0				
AC004386.3	0				
AC004386.4	0				
AC004386.5	0				
AC004386.6	0				
AC004408.1	0.130311023	0.03244154	0.46321889	0.85411887	
AC004408.2	0.326528102	-0.039529532	0.45911885	0.63690677	
AC004415.1	0				
AC004448.1	0				
AC004448.2	0				
AC004448.3	0.032938258	0.025256633	0.462491135	0.95367378	
AC004448.4	0				
AC004448.5	0.08418878	-0.003513422	0.46286067	0.94339197	
AC004449.1	1.527558318	4.791622056	3.115061358	0.003522343	0.020162285
AC004453.1	0.890494433	0.072370858	0.448897733	0.597579498	0.75452094
AC004461.1	0.048476503	0.028226493	0.462753934	0.95367378	
AC004461.2	2.14766919	-0.002702212	0.41182297	0.987368308	0.994009937
AC004464.1	0				
AC004466.1	9.07871654	1.19450942	0.586822672	0.003642468	0.020721785
AC004466.2	2.084979541	0.274324915	0.522163077	0.161366607	0.326207874
AC004466.3	0.032938258	0.025256633	0.462491135	0.95367378	
AC004467.1	0				
AC004470.1	0				
AC004470.2	0.068965282	0.030983705	0.463053823	0.95367378	
AC004471.1	0.119875216	-0.031444617	0.463250273	0.838556603	
AC004471.2	0.192851505	-0.029952391	0.463071209	0.841535874	
AC004477.1	0.09911127	-0.000104021	0.460115256	0.945846359	
AC004477.2	0.977532862	-0.10514003	0.443442134	0.532138879	0.703677347
AC004485.1	0				
AC004486.1	0				
AC004490.1	0.229455991	0.050947454	0.461377487	0.682358824	
AC004491.1	0.147641689	-0.032548857	0.463395531	0.839880877	
AC004492.1	5.899564044	0.340841773	0.475140168	0.179660584	0.351305687
AC004494.1	1.89560245	0.095526681	0.443177976	0.527114027	0.699743162
AC004494.2	0				
AC004510.1	0				
AC004510.2	0				
AC004522.1	0				
AC004522.2	0				
AC004522.3	0.327114658	-0.018178745	0.450546943	0.888313479	
AC004522.4	0.468657684	-0.055723655	0.458070112	0.549204214	
AC004522.5	3.890232955	0.730631647	0.648198602	0.036402242	0.113944812
AC004528.1	0.20858684	-0.039724709	0.46454494	0.742542324	
AC004528.2	1.407353116	-0.008007326	0.420171105	0.965968334	0.982369902
AC004540.1	1.115280787	-0.098602487	0.446804458	0.513688912	0.6891675
AC004540.2	0.045083047	0.027660101	0.462698979	0.95367378	
AC004542.1	0.076963252	-0.003129559	0.460162842	0.947822215	
AC004542.2	0.338107934	0.013226913	0.458065196	0.907590502	
AC004542.3	0				
AC004542.4	0				
AC004542.5	0				
AC004542.6	0				
AC004543.1	0				
AC004549.1	0				
AC004551.1	0				
AC004554.1	0.575549159	-0.093043583	0.460891175	0.486002456	
AC004584.1	0				
AC004584.2	0				
AC004584.3	1.287738073	0.177016747	0.46591901	0.319974364	0.514185013
AC004585.1	1.22831587	0.164910027	0.494544226	0.315846578	0.510505296
AC004585.2	0				
AC004590.1	0.286655774	0.005871174	0.458136817	0.93248871	
AC004593.1	0				
AC004593.2	0				
AC004594.1	0				
AC004596.1	0				
AC004597.1	0				
AC004623.1	0.296716092	0.039919133	0.46440304	0.731153678	
AC004636.1	0				
AC004637.1	0				
AC004672.1	0				
AC004672.2	0				
